Issue_ID,Summary,Description,Status,Priority,Assignee,Reporter,Created_Date,Due_Date
ISSUE-1310,Task summary 1310,Detailed description of task 1310,To Do,Medium,user_47,user_10,2023-02-24 13:00:00,2023-03-27 13:00:00
ISSUE-1311,Task summary 1311,Detailed description of task 1311,To Do,Medium,user_39,user_37,2023-02-24 14:00:00,2023-03-27 14:00:00
ISSUE-1312,Task summary 1312,Detailed description of task 1312,Done,Medium,user_13,user_22,2023-02-24 15:00:00,2023-03-27 15:00:00
ISSUE-1313,Task summary 1313,Detailed description of task 1313,In Progress,Medium,user_46,user_2,2023-02-24 16:00:00,2023-03-27 16:00:00
ISSUE-1314,Task summary 1314,Detailed description of task 1314,To Do,Medium,user_37,user_33,2023-02-24 17:00:00,2023-03-27 17:00:00
ISSUE-1315,Task summary 1315,Detailed description of task 1315,To Do,Low,user_21,user_31,2023-02-24 18:00:00,2023-03-27 18:00:00
ISSUE-1316,Task summary 1316,Detailed description of task 1316,Done,Low,user_50,user_47,2023-02-24 19:00:00,2023-03-27 19:00:00
ISSUE-1317,Task summary 1317,Detailed description of task 1317,To Do,Low,user_32,user_23,2023-02-24 20:00:00,2023-03-27 20:00:00
ISSUE-1318,Task summary 1318,Detailed description of task 1318,In Progress,High,user_37,user_47,2023-02-24 21:00:00,2023-03-27 21:00:00
ISSUE-1319,Task summary 1319,Detailed description of task 1319,In Progress,Low,user_26,user_40,2023-02-24 22:00:00,2023-03-27 22:00:00
ISSUE-1320,Task summary 1320,Detailed description of task 1320,Done,Medium,user_20,user_22,2023-02-24 23:00:00,2023-03-27 23:00:00
ISSUE-1321,Task summary 1321,Detailed description of task 1321,To Do,High,user_43,user_11,2023-02-25 00:00:00,2023-03-28 00:00:00
ISSUE-1322,Task summary 1322,Detailed description of task 1322,To Do,Medium,user_50,user_25,2023-02-25 01:00:00,2023-03-28 01:00:00
ISSUE-1323,Task summary 1323,Detailed description of task 1323,To Do,Medium,user_16,user_35,2023-02-25 02:00:00,2023-03-28 02:00:00
ISSUE-1324,Task summary 1324,Detailed description of task 1324,Done,Critical,user_19,user_35,2023-02-25 03:00:00,2023-03-28 03:00:00
ISSUE-1325,Task summary 1325,Detailed description of task 1325,Done,Critical,user_39,user_44,2023-02-25 04:00:00,2023-03-28 04:00:00
ISSUE-1326,Task summary 1326,Detailed description of task 1326,To Do,Medium,user_17,user_45,2023-02-25 05:00:00,2023-03-28 05:00:00
ISSUE-1327,Task summary 1327,Detailed description of task 1327,To Do,Critical,user_18,user_17,2023-02-25 06:00:00,2023-03-28 06:00:00
ISSUE-1328,Task summary 1328,Detailed description of task 1328,In Progress,High,user_33,user_42,2023-02-25 07:00:00,2023-03-28 07:00:00
ISSUE-1329,Task summary 1329,Detailed description of task 1329,In Progress,Critical,user_4,user_15,2023-02-25 08:00:00,2023-03-28 08:00:00
ISSUE-1330,Task summary 1330,Detailed description of task 1330,Done,Medium,user_7,user_37,2023-02-25 09:00:00,2023-03-28 09:00:00
ISSUE-1331,Task summary 1331,Detailed description of task 1331,Done,Low,user_48,user_49,2023-02-25 10:00:00,2023-03-28 10:00:00
ISSUE-1332,Task summary 1332,Detailed description of task 1332,In Progress,Medium,user_33,user_15,2023-02-25 11:00:00,2023-03-28 11:00:00
ISSUE-1333,Task summary 1333,Detailed description of task 1333,To Do,Critical,user_40,user_22,2023-02-25 12:00:00,2023-03-28 12:00:00
ISSUE-1334,Task summary 1334,Detailed description of task 1334,In Progress,Critical,user_43,user_23,2023-02-25 13:00:00,2023-03-28 13:00:00
ISSUE-1335,Task summary 1335,Detailed description of task 1335,Done,Low,user_3,user_22,2023-02-25 14:00:00,2023-03-28 14:00:00
ISSUE-1336,Task summary 1336,Detailed description of task 1336,To Do,Medium,user_34,user_36,2023-02-25 15:00:00,2023-03-28 15:00:00
ISSUE-1337,Task summary 1337,Detailed description of task 1337,Done,Low,user_30,user_9,2023-02-25 16:00:00,2023-03-28 16:00:00
ISSUE-1338,Task summary 1338,Detailed description of task 1338,Done,Low,user_29,user_47,2023-02-25 17:00:00,2023-03-28 17:00:00
ISSUE-1339,Task summary 1339,Detailed description of task 1339,In Progress,Medium,user_23,user_32,2023-02-25 18:00:00,2023-03-28 18:00:00
ISSUE-1340,Task summary 1340,Detailed description of task 1340,Done,Critical,user_31,user_36,2023-02-25 19:00:00,2023-03-28 19:00:00
ISSUE-1341,Task summary 1341,Detailed description of task 1341,Done,High,user_10,user_7,2023-02-25 20:00:00,2023-03-28 20:00:00
ISSUE-1342,Task summary 1342,Detailed description of task 1342,In Progress,Medium,user_4,user_28,2023-02-25 21:00:00,2023-03-28 21:00:00
ISSUE-1343,Task summary 1343,Detailed description of task 1343,In Progress,Low,user_39,user_23,2023-02-25 22:00:00,2023-03-28 22:00:00
ISSUE-1344,Task summary 1344,Detailed description of task 1344,In Progress,Medium,user_49,user_30,2023-02-25 23:00:00,2023-03-28 23:00:00
ISSUE-1345,Task summary 1345,Detailed description of task 1345,To Do,Medium,user_49,user_1,2023-02-26 00:00:00,2023-03-29 00:00:00
ISSUE-1346,Task summary 1346,Detailed description of task 1346,Done,Medium,user_34,user_12,2023-02-26 01:00:00,2023-03-29 01:00:00
ISSUE-1347,Task summary 1347,Detailed description of task 1347,To Do,High,user_23,user_18,2023-02-26 02:00:00,2023-03-29 02:00:00
ISSUE-1348,Task summary 1348,Detailed description of task 1348,To Do,High,user_23,user_4,2023-02-26 03:00:00,2023-03-29 03:00:00
ISSUE-1349,Task summary 1349,Detailed description of task 1349,In Progress,Critical,user_13,user_3,2023-02-26 04:00:00,2023-03-29 04:00:00
ISSUE-1350,Task summary 1350,Detailed description of task 1350,To Do,Medium,user_43,user_6,2023-02-26 05:00:00,2023-03-29 05:00:00
ISSUE-1351,Task summary 1351,Detailed description of task 1351,To Do,Critical,user_8,user_38,2023-02-26 06:00:00,2023-03-29 06:00:00
ISSUE-1352,Task summary 1352,Detailed description of task 1352,To Do,High,user_41,user_5,2023-02-26 07:00:00,2023-03-29 07:00:00
ISSUE-1353,Task summary 1353,Detailed description of task 1353,In Progress,Low,user_23,user_25,2023-02-26 08:00:00,2023-03-29 08:00:00
ISSUE-1354,Task summary 1354,Detailed description of task 1354,Done,Low,user_39,user_46,2023-02-26 09:00:00,2023-03-29 09:00:00
ISSUE-1355,Task summary 1355,Detailed description of task 1355,In Progress,High,user_30,user_14,2023-02-26 10:00:00,2023-03-29 10:00:00
ISSUE-1356,Task summary 1356,Detailed description of task 1356,Done,Low,user_21,user_22,2023-02-26 11:00:00,2023-03-29 11:00:00
ISSUE-1357,Task summary 1357,Detailed description of task 1357,Done,High,user_23,user_1,2023-02-26 12:00:00,2023-03-29 12:00:00
ISSUE-1358,Task summary 1358,Detailed description of task 1358,In Progress,High,user_33,user_41,2023-02-26 13:00:00,2023-03-29 13:00:00
ISSUE-1359,Task summary 1359,Detailed description of task 1359,To Do,Medium,user_24,user_39,2023-02-26 14:00:00,2023-03-29 14:00:00
ISSUE-1360,Task summary 1360,Detailed description of task 1360,To Do,Critical,user_25,user_33,2023-02-26 15:00:00,2023-03-29 15:00:00
ISSUE-1361,Task summary 1361,Detailed description of task 1361,In Progress,Low,user_12,user_38,2023-02-26 16:00:00,2023-03-29 16:00:00
ISSUE-1362,Task summary 1362,Detailed description of task 1362,Done,Medium,user_15,user_47,2023-02-26 17:00:00,2023-03-29 17:00:00
ISSUE-1363,Task summary 1363,Detailed description of task 1363,In Progress,Low,user_33,user_20,2023-02-26 18:00:00,2023-03-29 18:00:00
ISSUE-1364,Task summary 1364,Detailed description of task 1364,To Do,High,user_17,user_11,2023-02-26 19:00:00,2023-03-29 19:00:00
ISSUE-1365,Task summary 1365,Detailed description of task 1365,In Progress,Critical,user_48,user_11,2023-02-26 20:00:00,2023-03-29 20:00:00
ISSUE-1366,Task summary 1366,Detailed description of task 1366,In Progress,Critical,user_44,user_46,2023-02-26 21:00:00,2023-03-29 21:00:00
ISSUE-1367,Task summary 1367,Detailed description of task 1367,Done,Critical,user_36,user_6,2023-02-26 22:00:00,2023-03-29 22:00:00
ISSUE-1368,Task summary 1368,Detailed description of task 1368,To Do,Critical,user_8,user_7,2023-02-26 23:00:00,2023-03-29 23:00:00
ISSUE-1369,Task summary 1369,Detailed description of task 1369,In Progress,High,user_13,user_9,2023-02-27 00:00:00,2023-03-30 00:00:00
ISSUE-1370,Task summary 1370,Detailed description of task 1370,To Do,Low,user_1,user_11,2023-02-27 01:00:00,2023-03-30 01:00:00
ISSUE-1371,Task summary 1371,Detailed description of task 1371,Done,High,user_41,user_21,2023-02-27 02:00:00,2023-03-30 02:00:00
ISSUE-1372,Task summary 1372,Detailed description of task 1372,In Progress,Low,user_40,user_19,2023-02-27 03:00:00,2023-03-30 03:00:00
ISSUE-1373,Task summary 1373,Detailed description of task 1373,In Progress,Medium,user_44,user_48,2023-02-27 04:00:00,2023-03-30 04:00:00
ISSUE-1374,Task summary 1374,Detailed description of task 1374,In Progress,Low,user_31,user_25,2023-02-27 05:00:00,2023-03-30 05:00:00
ISSUE-1375,Task summary 1375,Detailed description of task 1375,Done,Critical,user_12,user_50,2023-02-27 06:00:00,2023-03-30 06:00:00
ISSUE-1376,Task summary 1376,Detailed description of task 1376,To Do,Medium,user_50,user_10,2023-02-27 07:00:00,2023-03-30 07:00:00
ISSUE-1377,Task summary 1377,Detailed description of task 1377,Done,Low,user_50,user_2,2023-02-27 08:00:00,2023-03-30 08:00:00
ISSUE-1378,Task summary 1378,Detailed description of task 1378,In Progress,Low,user_31,user_40,2023-02-27 09:00:00,2023-03-30 09:00:00
ISSUE-1379,Task summary 1379,Detailed description of task 1379,In Progress,Critical,user_3,user_44,2023-02-27 10:00:00,2023-03-30 10:00:00
ISSUE-1380,Task summary 1380,Detailed description of task 1380,To Do,Critical,user_42,user_46,2023-02-27 11:00:00,2023-03-30 11:00:00
ISSUE-1381,Task summary 1381,Detailed description of task 1381,In Progress,High,user_31,user_47,2023-02-27 12:00:00,2023-03-30 12:00:00
ISSUE-1382,Task summary 1382,Detailed description of task 1382,Done,Medium,user_25,user_41,2023-02-27 13:00:00,2023-03-30 13:00:00
ISSUE-1383,Task summary 1383,Detailed description of task 1383,In Progress,High,user_19,user_35,2023-02-27 14:00:00,2023-03-30 14:00:00
ISSUE-1384,Task summary 1384,Detailed description of task 1384,To Do,High,user_47,user_46,2023-02-27 15:00:00,2023-03-30 15:00:00
ISSUE-1385,Task summary 1385,Detailed description of task 1385,To Do,Medium,user_33,user_15,2023-02-27 16:00:00,2023-03-30 16:00:00
ISSUE-1386,Task summary 1386,Detailed description of task 1386,Done,Low,user_44,user_47,2023-02-27 17:00:00,2023-03-30 17:00:00
ISSUE-1387,Task summary 1387,Detailed description of task 1387,Done,High,user_43,user_14,2023-02-27 18:00:00,2023-03-30 18:00:00
ISSUE-1388,Task summary 1388,Detailed description of task 1388,Done,Low,user_32,user_6,2023-02-27 19:00:00,2023-03-30 19:00:00
ISSUE-1389,Task summary 1389,Detailed description of task 1389,To Do,High,user_33,user_16,2023-02-27 20:00:00,2023-03-30 20:00:00
ISSUE-1390,Task summary 1390,Detailed description of task 1390,In Progress,Low,user_13,user_25,2023-02-27 21:00:00,2023-03-30 21:00:00
ISSUE-1391,Task summary 1391,Detailed description of task 1391,Done,High,user_7,user_11,2023-02-27 22:00:00,2023-03-30 22:00:00
ISSUE-1392,Task summary 1392,Detailed description of task 1392,Done,Critical,user_23,user_12,2023-02-27 23:00:00,2023-03-30 23:00:00
ISSUE-1393,Task summary 1393,Detailed description of task 1393,To Do,High,user_33,user_47,2023-02-28 00:00:00,2023-03-31 00:00:00
ISSUE-1394,Task summary 1394,Detailed description of task 1394,Done,Critical,user_13,user_13,2023-02-28 01:00:00,2023-03-31 01:00:00
ISSUE-1395,Task summary 1395,Detailed description of task 1395,In Progress,Low,user_21,user_21,2023-02-28 02:00:00,2023-03-31 02:00:00
ISSUE-1396,Task summary 1396,Detailed description of task 1396,In Progress,High,user_4,user_48,2023-02-28 03:00:00,2023-03-31 03:00:00
ISSUE-1397,Task summary 1397,Detailed description of task 1397,In Progress,Critical,user_3,user_23,2023-02-28 04:00:00,2023-03-31 04:00:00
ISSUE-1398,Task summary 1398,Detailed description of task 1398,In Progress,Medium,user_26,user_10,2023-02-28 05:00:00,2023-03-31 05:00:00
ISSUE-1399,Task summary 1399,Detailed description of task 1399,Done,Low,user_45,user_35,2023-02-28 06:00:00,2023-03-31 06:00:00
ISSUE-1400,Task summary 1400,Detailed description of task 1400,To Do,High,user_6,user_7,2023-02-28 07:00:00,2023-03-31 07:00:00
ISSUE-1401,Task summary 1401,Detailed description of task 1401,To Do,Low,user_38,user_50,2023-02-28 08:00:00,2023-03-31 08:00:00
ISSUE-1402,Task summary 1402,Detailed description of task 1402,To Do,Medium,user_28,user_7,2023-02-28 09:00:00,2023-03-31 09:00:00
ISSUE-1403,Task summary 1403,Detailed description of task 1403,In Progress,Critical,user_45,user_13,2023-02-28 10:00:00,2023-03-31 10:00:00
ISSUE-1404,Task summary 1404,Detailed description of task 1404,In Progress,Low,user_42,user_35,2023-02-28 11:00:00,2023-03-31 11:00:00
ISSUE-1405,Task summary 1405,Detailed description of task 1405,To Do,Critical,user_14,user_23,2023-02-28 12:00:00,2023-03-31 12:00:00
ISSUE-1406,Task summary 1406,Detailed description of task 1406,Done,High,user_11,user_12,2023-02-28 13:00:00,2023-03-31 13:00:00
ISSUE-1407,Task summary 1407,Detailed description of task 1407,Done,High,user_9,user_31,2023-02-28 14:00:00,2023-03-31 14:00:00
ISSUE-1408,Task summary 1408,Detailed description of task 1408,In Progress,Low,user_12,user_7,2023-02-28 15:00:00,2023-03-31 15:00:00
ISSUE-1409,Task summary 1409,Detailed description of task 1409,Done,High,user_7,user_22,2023-02-28 16:00:00,2023-03-31 16:00:00
ISSUE-1410,Task summary 1410,Detailed description of task 1410,Done,Critical,user_42,user_44,2023-02-28 17:00:00,2023-03-31 17:00:00
ISSUE-1411,Task summary 1411,Detailed description of task 1411,To Do,Medium,user_1,user_24,2023-02-28 18:00:00,2023-03-31 18:00:00
ISSUE-1412,Task summary 1412,Detailed description of task 1412,To Do,Medium,user_39,user_40,2023-02-28 19:00:00,2023-03-31 19:00:00
ISSUE-1413,Task summary 1413,Detailed description of task 1413,Done,Critical,user_16,user_6,2023-02-28 20:00:00,2023-03-31 20:00:00
ISSUE-1414,Task summary 1414,Detailed description of task 1414,In Progress,High,user_28,user_11,2023-02-28 21:00:00,2023-03-31 21:00:00
ISSUE-1415,Task summary 1415,Detailed description of task 1415,Done,Low,user_16,user_39,2023-02-28 22:00:00,2023-03-31 22:00:00
ISSUE-1416,Task summary 1416,Detailed description of task 1416,To Do,High,user_12,user_31,2023-02-28 23:00:00,2023-03-31 23:00:00
ISSUE-1417,Task summary 1417,Detailed description of task 1417,To Do,Medium,user_42,user_39,2023-03-01 00:00:00,2023-04-01 00:00:00
ISSUE-1418,Task summary 1418,Detailed description of task 1418,In Progress,Critical,user_14,user_22,2023-03-01 01:00:00,2023-04-01 01:00:00
ISSUE-1419,Task summary 1419,Detailed description of task 1419,Done,Critical,user_25,user_41,2023-03-01 02:00:00,2023-04-01 02:00:00
ISSUE-1420,Task summary 1420,Detailed description of task 1420,In Progress,Medium,user_45,user_30,2023-03-01 03:00:00,2023-04-01 03:00:00
ISSUE-1421,Task summary 1421,Detailed description of task 1421,In Progress,High,user_21,user_7,2023-03-01 04:00:00,2023-04-01 04:00:00
ISSUE-1422,Task summary 1422,Detailed description of task 1422,To Do,Low,user_4,user_42,2023-03-01 05:00:00,2023-04-01 05:00:00
ISSUE-1423,Task summary 1423,Detailed description of task 1423,In Progress,Low,user_3,user_5,2023-03-01 06:00:00,2023-04-01 06:00:00
ISSUE-1424,Task summary 1424,Detailed description of task 1424,Done,Low,user_21,user_34,2023-03-01 07:00:00,2023-04-01 07:00:00
ISSUE-1425,Task summary 1425,Detailed description of task 1425,Done,Low,user_17,user_43,2023-03-01 08:00:00,2023-04-01 08:00:00
ISSUE-1426,Task summary 1426,Detailed description of task 1426,In Progress,High,user_10,user_46,2023-03-01 09:00:00,2023-04-01 09:00:00
ISSUE-1427,Task summary 1427,Detailed description of task 1427,Done,Medium,user_45,user_42,2023-03-01 10:00:00,2023-04-01 10:00:00
ISSUE-1428,Task summary 1428,Detailed description of task 1428,In Progress,Low,user_14,user_21,2023-03-01 11:00:00,2023-04-01 11:00:00
ISSUE-1429,Task summary 1429,Detailed description of task 1429,Done,Low,user_19,user_11,2023-03-01 12:00:00,2023-04-01 12:00:00
ISSUE-1430,Task summary 1430,Detailed description of task 1430,Done,High,user_50,user_30,2023-03-01 13:00:00,2023-04-01 13:00:00
ISSUE-1431,Task summary 1431,Detailed description of task 1431,Done,Low,user_49,user_36,2023-03-01 14:00:00,2023-04-01 14:00:00
ISSUE-1432,Task summary 1432,Detailed description of task 1432,To Do,Medium,user_31,user_11,2023-03-01 15:00:00,2023-04-01 15:00:00
ISSUE-1433,Task summary 1433,Detailed description of task 1433,Done,Medium,user_19,user_30,2023-03-01 16:00:00,2023-04-01 16:00:00
ISSUE-1434,Task summary 1434,Detailed description of task 1434,In Progress,Critical,user_14,user_11,2023-03-01 17:00:00,2023-04-01 17:00:00
ISSUE-1435,Task summary 1435,Detailed description of task 1435,In Progress,Low,user_39,user_13,2023-03-01 18:00:00,2023-04-01 18:00:00
ISSUE-1436,Task summary 1436,Detailed description of task 1436,To Do,Low,user_33,user_4,2023-03-01 19:00:00,2023-04-01 19:00:00
ISSUE-1437,Task summary 1437,Detailed description of task 1437,In Progress,Low,user_45,user_42,2023-03-01 20:00:00,2023-04-01 20:00:00
ISSUE-1438,Task summary 1438,Detailed description of task 1438,To Do,Critical,user_23,user_15,2023-03-01 21:00:00,2023-04-01 21:00:00
ISSUE-1439,Task summary 1439,Detailed description of task 1439,In Progress,Critical,user_12,user_39,2023-03-01 22:00:00,2023-04-01 22:00:00
ISSUE-1440,Task summary 1440,Detailed description of task 1440,In Progress,Low,user_22,user_35,2023-03-01 23:00:00,2023-04-01 23:00:00
ISSUE-1441,Task summary 1441,Detailed description of task 1441,Done,Low,user_36,user_40,2023-03-02 00:00:00,2023-04-02 00:00:00
ISSUE-1442,Task summary 1442,Detailed description of task 1442,To Do,Low,user_3,user_16,2023-03-02 01:00:00,2023-04-02 01:00:00
ISSUE-1443,Task summary 1443,Detailed description of task 1443,In Progress,Medium,user_12,user_33,2023-03-02 02:00:00,2023-04-02 02:00:00
ISSUE-1444,Task summary 1444,Detailed description of task 1444,To Do,Low,user_43,user_15,2023-03-02 03:00:00,2023-04-02 03:00:00
ISSUE-1445,Task summary 1445,Detailed description of task 1445,To Do,Critical,user_22,user_49,2023-03-02 04:00:00,2023-04-02 04:00:00
ISSUE-1446,Task summary 1446,Detailed description of task 1446,In Progress,High,user_20,user_31,2023-03-02 05:00:00,2023-04-02 05:00:00
ISSUE-1447,Task summary 1447,Detailed description of task 1447,In Progress,Medium,user_50,user_10,2023-03-02 06:00:00,2023-04-02 06:00:00
ISSUE-1448,Task summary 1448,Detailed description of task 1448,Done,Low,user_10,user_42,2023-03-02 07:00:00,2023-04-02 07:00:00
